ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,SAAddressLine1,SAAddressLine2,SAAddressLine3,SAAddressLine4,SACity,SARegion,SAPostalCode,SACountry,InvoiceNumber,Reference,InvoiceDate,DueDate,PlannedDate,Total,TaxTotal,InvoiceAmountPaid,InvoiceAmountDue,InventoryItemCode,Description,Quantity,UnitAmount,Discount,LineAmount,AccountCode,TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,Type,Sent,Status,GBP rate,LineAmountGBP,Period,Channel,Country,Region
PCS Edventures!,diane@edventures.com,PCS Edventures!,11915 W. Executive Dr. Ste 101,,,Boise,ID,83713,US,,,,,,,,,INV-1137,PO 10680,6/15/2018,7/15/2018,,596.89,0,596.89,0,Delivery,Shipping,1,37.29,,37.29,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,27.29109033,Jun-18,Direct,United States,US
Follett School Solutions,purchaseorders@follett.com,Follett School Solutions,1340 Ridgeview Drive,"McHenry, ",,,IL ,60050,US,,,,,,,,,CN-1136,PO 1448224,6/13/2018,,,-55.96,0,0,0,AS0001,HUE Animation Studio (Blue) - price includes a 20% discount,1,-55.96,,-55.96,4118,Tax Exempt,0,,,,,USD,Sales credit note,Unsent,Paid,1.36638,-40.95493201,Jun-18,Direct,United States,US
Follett School Solutions,purchaseorders@follett.com,Follett School Solutions,1340 Ridgeview Drive,"McHenry, ",,,IL ,60050,US,,,,,,,,,CN-1136,PO 1448224,6/13/2018,,,-55.96,0,0,0,Delivery,Shipping,1,0,,0,,,0,,,,,USD,Sales credit note,Unsent,Paid,1.36638,0,Jun-18,Direct,United States,US
Follett School Solutions,purchaseorders@follett.com,Follett School Solutions,1340 Ridgeview Drive,"McHenry, ",,,IL ,60050,US,,,,,,,,,CN-1136,PO 1448224,6/13/2018,,,-55.96,0,0,0,,Partial credit of INV-1116 (1 item missing on delivery),0,0,,0,,,0,,,,,USD,Sales credit note,Unsent,Paid,1.36638,0,Jun-18,Direct,United States,US
Pelham Middle School,clevi@pelhamschools.org,28 Franklin Place,"Pelham, ",,,,NY,10803,US,,,,,,,,,INV-1135,"QU-0520, PO 80327",12/6/2018,12/7/2018,,162.39,0,162.39,0,PC0004,HUE HD Pro Camera (Black),2,69.95,,139.9,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,102.38733,Jun-18,Direct,United States,US
Pelham Middle School,clevi@pelhamschools.org,28 Franklin Place,"Pelham, ",,,,NY,10803,US,,,,,,,,,INV-1135,"QU-0520, PO 80327",12/6/2018,12/7/2018,,162.39,0,162.39,0,Delivery,Shipping,1,22.49,,22.49,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,16.45955005,Jun-18,Direct,United States,US
Jenice N. Richardson,jenicerichardson@wpcsd.k12.ny.us,White Plains High School,33 Elizabeth Street,"Staten Island, ",,,NY,10310,US,,,,,,,,,INV-1134,TRIAL,11/6/2018,11/7/2018,,79.94,0,79.94,0,PC0003,HUE HD Pro Camera (Green),1,69.95,,69.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,51.19366501,Jun-18,Direct,United States,US
Jenice N. Richardson,jenicerichardson@wpcsd.k12.ny.us,White Plains High School,33 Elizabeth Street,"Staten Island, ",,,NY,10310,US,,,,,,,,,INV-1134,TRIAL,11/6/2018,11/7/2018,,79.94,0,79.94,0,Delivery,Shipping,1,9.99,,9.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,7.311289685,Jun-18,Direct,United States,US
Evolution Audio Visual Ltd.,purchasing@evolutionav.ca,Edmonton Office,11668 154th St NW,Attn: Warehouse,Edmonton  ,,AB,T5M 3N8,CA,,,,,,,,,INV-1133,PO 0000052469,8/6/2018,8/7/2018,,65.95,0,65.95,0,PC0004,HUE HD Pro Camera (Black),1,69.95,20,55.96,4118,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,40.95493201,Jun-18,Direct,Canada,RoW
Evolution Audio Visual Ltd.,purchasing@evolutionav.ca,Edmonton Office,11668 154th St NW,Attn: Warehouse,Edmonton  ,,AB,T5M 3N8,CA,,,,,,,,,INV-1133,PO 0000052469,8/6/2018,8/7/2018,,65.95,0,65.95,0,Delivery,Shipping,1,9.99,,9.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,7.311289685,Jun-18,Direct,Canada,RoW
Propel Schools,accountspayable@propelschools.org,3447 East Carson Street,Suite 200,"Pittsburgh, ",,,PA,15203,US,,,,,,,,,INV-1131,PO 18003442,7/6/2018,7/7/2018,,302.29,0,302.29,0,AS0003,HUE Animation Studio (Green),4,69.95,,279.8,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,204.7746601,Jun-18,Direct,United States,US
Propel Schools,accountspayable@propelschools.org,3447 East Carson Street,Suite 200,"Pittsburgh, ",,,PA,15203,US,,,,,,,,,INV-1131,PO 18003442,7/6/2018,7/7/2018,,302.29,0,302.29,0,Delivery,Shipping,1,22.49,,22.49,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,16.45955005,Jun-18,Direct,United States,US
Propel Schools,accountspayable@propelschools.org,3447 East Carson Street,Suite 200,"Pittsburgh, ",,,PA,15203,US,,,,,,,,,INV-1131,PO 18003442,7/6/2018,7/7/2018,,302.29,0,302.29,0,,"SHIP TO: Propel Schools 1500 Yost Boulevard Suite 2 Braddock Hills, PA 15221",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-18,Direct,United States,US
Brookville Area School District,msimmons@basd.us,Brookville Area School District,P.O. Box 479,"Brookville, ",,,PA ,15825,US,,,,,,,,,INV-1130,"QU-0529, PO TD001572",6/6/2018,6/7/2018,,597.09,0,597.09,0,PC0001,HUE HD Pro Camera (Blue),8,69.95,,559.6,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,409.5493201,Jun-18,Direct,United States,US
Brookville Area School District,msimmons@basd.us,Brookville Area School District,P.O. Box 479,"Brookville, ",,,PA ,15825,US,,,,,,,,,INV-1130,"QU-0529, PO TD001572",6/6/2018,6/7/2018,,597.09,0,597.09,0,Delivery,Shipping,1,37.49,,37.49,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,27.43746249,Jun-18,Direct,United States,US
Brookville Area School District,msimmons@basd.us,Brookville Area School District,P.O. Box 479,"Brookville, ",,,PA ,15825,US,,,,,,,,,INV-1130,"QU-0529, PO TD001572",6/6/2018,6/7/2018,,597.09,0,597.09,0,,"Brookville Area School District High School 96 Jenks Street Brookville, PA 15825",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-18,Direct,United States,US
PCS Edventures!,diane@edventures.com,PCS Edventures!,11915 W. Executive Dr. Ste 101,,,Boise,ID,83713,US,,,,,,,,,INV-1129,PO 10604,5/6/2018,5/7/2018,,709.01,0,709.01,0,AS0003,HUE Animation Studio (Green),12,69.95,20,671.52,4118,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,491.4591841,Jun-18,Direct,United States,US
PCS Edventures!,diane@edventures.com,PCS Edventures!,11915 W. Executive Dr. Ste 101,,,Boise,ID,83713,US,,,,,,,,,INV-1129,PO 10604,5/6/2018,5/7/2018,,709.01,0,709.01,0,Delivery,Shipping,1,37.49,,37.49,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,27.43746249,Jun-18,Direct,United States,US
Inly School,khuxtable@inlyschool.org,46 Watch Hill Dr.,"Scituate, ",,,,MA,02045,US,,,,,,,,,INV-1128,TRIAL,1/6/2018,1/7/2018,,79.94,0,79.94,0,AS0001,HUE Animation Studio (Blue),1,69.95,,69.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,51.19366501,Jun-18,Direct,United States,US
Inly School,khuxtable@inlyschool.org,46 Watch Hill Dr.,"Scituate, ",,,,MA,02045,US,,,,,,,,,INV-1128,TRIAL,1/6/2018,1/7/2018,,79.94,0,79.94,0,Delivery,Shipping,1,9.99,,9.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,7.311289685,Jun-18,Direct,United States,US
Jennifer Wrigg,jwrigg@sfcss.org,5501 E 6th St #17,,,,Sioux Falls,SD,57110,US,,,,,,,,,INV-1127,TRIAL,1/6/2018,1/7/2018,,79.94,0,79.94,0,PC0001,HUE HD Pro Camera (Blue),1,69.95,,69.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,51.19366501,Jun-18,Direct,United States,US
Jennifer Wrigg,jwrigg@sfcss.org,5501 E 6th St #17,,,,Sioux Falls,SD,57110,US,,,,,,,,,INV-1127,TRIAL,1/6/2018,1/7/2018,,79.94,0,79.94,0,Delivery,Shipping,1,9.99,,9.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,7.311289685,Jun-18,Direct,United States,US
Jennifer Wrigg,jwrigg@sfcss.org,5501 E 6th St #17,,,,Sioux Falls,SD,57110,US,,,,,,,,,INV-1127,TRIAL,1/6/2018,1/7/2018,,79.94,0,79.94,0,,Instagram,0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-18,Direct,United States,US
Adoptaclassroom.org,accountspayable@adoptaclassroom.org,401 2nd Ave N.,Suite 305,"Minneapolis,",,,MN ,55401,US,,,,,,,,,INV-1126,OrderID O_BC2hs,5/31/2018,6/30/2018,,65.95,0,65.95,0,PC0002,HUE HD Pro Camera (Red),1,69.95,20,55.96,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,40.95493201,May-18,Direct,United States,US
Adoptaclassroom.org,accountspayable@adoptaclassroom.org,401 2nd Ave N.,Suite 305,"Minneapolis,",,,MN ,55401,US,,,,,,,,,INV-1126,OrderID O_BC2hs,5/31/2018,6/30/2018,,65.95,0,65.95,0,Delivery,Shipping,1,9.99,,9.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,7.311289685,May-18,Direct,United States,US
Adoptaclassroom.org,accountspayable@adoptaclassroom.org,401 2nd Ave N.,Suite 305,"Minneapolis,",,,MN ,55401,US,,,,,,,,,INV-1126,OrderID O_BC2hs,5/31/2018,6/30/2018,,65.95,0,65.95,0,,"SHIP TO: Mary Cantu-CrouchDaggett Elementary School958 Page AveFort Worth,TX 76110",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,May-18,Direct,United States,US
Ascent Information Technology Limited trading as HUE,kasia@huehd.com,12 Enterprise Way,,,,London,,SW18 1FZ,GB,,,,,,,,,INV-1125,Amazon US and CA sales,5/31/2018,6/30/2018,,8100,0,8100,0,,Stock sold on Amazon US and CA (May 2018),675,12,,8100,4400,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,5928.072718,May-18,Direct,United Kingdom,UK
Jurupa Unified School District,lindsey_hopson@jusd.k12.ca.us,4850 Pedley Road,"Jurupa Valley, ",,,,CA,92509,US,,,,,,,,,INV-1124,PO P-1049177,5/30/2018,6/29/2018,,667.04,0,667.04,0,AS0003,HUE Animation Studio (Green),9,69.95,,629.55,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,460.7429851,May-18,Direct,United States,US
Jurupa Unified School District,lindsey_hopson@jusd.k12.ca.us,4850 Pedley Road,"Jurupa Valley, ",,,,CA,92509,US,,,,,,,,,INV-1124,PO P-1049177,5/30/2018,6/29/2018,,667.04,0,667.04,0,Delivery,Shipping,1,37.49,,37.49,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,27.43746249,May-18,Direct,United States,US
Jurupa Unified School District,lindsey_hopson@jusd.k12.ca.us,4850 Pedley Road,"Jurupa Valley, ",,,,CA,92509,US,,,,,,,,,INV-1124,PO P-1049177,5/30/2018,6/29/2018,,667.04,0,667.04,0,,"SHIP TO: Central Stores & Receiving 10223 Bellegrave Cross Street is Bain Jurupa Valley, CA 91752",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,May-18,Direct,United States,US
"FELTA Multi-Media, Inc.",myleneabiva@yahoo.com,"No. 18 Notre Dame St., Cubao","No. 18 Notre Dame St., Cubao","Quezon City, Philippines",,Quezon City,,,PH,"No. 18 Notre Dame St., Cubao",,,,Quezon City,,,Philippines,INV-1123,,5/30/2018,6/29/2018,,636,0,636,0,UL000S,HUE Animation site license,1,795,20,636,4300,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,465.4634875,May-18,Direct,Philippines,RoW
"FELTA Multi-Media, Inc.",myleneabiva@yahoo.com,"No. 18 Notre Dame St., Cubao","No. 18 Notre Dame St., Cubao","Quezon City, Philippines",,Quezon City,,,PH,"No. 18 Notre Dame St., Cubao",,,,Quezon City,,,Philippines,INV-1123,,5/30/2018,6/29/2018,,636,0,636,0,,Paying by bank transfer,0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,May-18,Direct,Philippines,RoW
PCS Edventures!,diane@edventures.com,PCS Edventures!,11915 W. Executive Dr. Ste 101,,,Boise,ID,83713,US,,,,,,,,,INV-1122,PO 10571,5/29/2018,6/28/2018,,1164.19,0,1164.19,0,AS0003,HUE Animation Studio (Green),20,69.95,20,1119.2,4118,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,819.0986402,May-18,Direct,United States,US
PCS Edventures!,diane@edventures.com,PCS Edventures!,11915 W. Executive Dr. Ste 101,,,Boise,ID,83713,US,,,,,,,,,INV-1122,PO 10571,5/29/2018,6/28/2018,,1164.19,0,1164.19,0,Delivery,Shipping,1,44.99,,44.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,32.92641871,May-18,Direct,United States,US
Education 2000,dpennekamp@earthlink.net,5419 Saxon Drive,,,,Houston,TX,77092,US,,,,,,,,,INV-1121,PO 3708,5/29/2018,6/28/2018,,2238.4,0,2238.4,0,PC0004,HUE HD Pro Camera (Black),40,69.95,20,2238.4,4118,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,1638.19728,May-18,Direct,United States,US
Education 2000,dpennekamp@earthlink.net,5419 Saxon Drive,,,,Houston,TX,77092,US,,,,,,,,,INV-1121,PO 3708,5/29/2018,6/28/2018,,2238.4,0,2238.4,0,,shipping: free,0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,May-18,Direct,United States,US
Adriana Liceaga,adriana_liceaga@yahoo.com.mx,Montealban 615,Col. Narvarte,Del. Benit JuÃ¡rez,Ciudad de MÃ©xicoCP. 03020,,,,MX,,,,,,,,,INV-1120,,5/24/2018,6/23/2018,,104.95,0,0,0,PC0004,HUE HD Pro Camera (Black),1,69.95,,69.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,51.19366501,May-18,Direct,Mexico,RoW
Adriana Liceaga,adriana_liceaga@yahoo.com.mx,Montealban 615,Col. Narvarte,Del. Benit JuÃ¡rez,Ciudad de MÃ©xicoCP. 03020,,,,MX,,,,,,,,,INV-1120,,5/24/2018,6/23/2018,,104.95,0,0,0,Delivery,International Shipping,1,35,,35,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,25.61512903,May-18,Direct,Mexico,RoW
Maker Maven,matt.garcia@makermaven.net,27037 Palo Pinto Trail,"Magnolia, ",,,,TX,77355,US,,,,,,,,,INV-1119,,5/24/2018,6/23/2018,,1678.8,0,1678.8,0,AS0001,HUE Animation Studio (Blue),10,69.95,20,559.6,4118,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,409.5493201,May-18,Direct,United States,US
Maker Maven,matt.garcia@makermaven.net,27037 Palo Pinto Trail,"Magnolia, ",,,,TX,77355,US,,,,,,,,,INV-1119,,5/24/2018,6/23/2018,,1678.8,0,1678.8,0,AS0002,HUE Animation Studio (Red),10,69.95,20,559.6,4118,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,409.5493201,May-18,Direct,United States,US
Maker Maven,matt.garcia@makermaven.net,27037 Palo Pinto Trail,"Magnolia, ",,,,TX,77355,US,,,,,,,,,INV-1119,,5/24/2018,6/23/2018,,1678.8,0,1678.8,0,AS0003,HUE Animation Studio (Green),10,69.95,20,559.6,4118,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,409.5493201,May-18,Direct,United States,US
Maker Maven,matt.garcia@makermaven.net,27037 Palo Pinto Trail,"Magnolia, ",,,,TX,77355,US,,,,,,,,,INV-1119,,5/24/2018,6/23/2018,,1678.8,0,1678.8,0,Delivery,Free Shipping,1,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,May-18,Direct,United States,US
Newton USD #373,,308 East 1st Street,"Newton, ",,,,KS,67114,US,,,,,,,,,INV-1118,PO 18004597,5/23/2018,6/22/2018,,372.24,0,372.24,0,PC0003,HUE HD Pro Camera (Green),5,69.95,,349.75,4100,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,255.9683251,May-18,Direct,United States,US
Newton USD #373,,308 East 1st Street,"Newton, ",,,,KS,67114,US,,,,,,,,,INV-1118,PO 18004597,5/23/2018,6/22/2018,,372.24,0,372.24,0,Delivery,Shipping,1,22.49,,22.49,4700,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,16.45955005,May-18,Direct,United States,US
Newton USD #373,,308 East 1st Street,"Newton, ",,,,KS,67114,US,,,,,,,,,INV-1118,PO 18004597,5/23/2018,6/22/2018,,372.24,0,372.24,0,,"SHIP TO: Receiving Clerk 100 S. Evans Newton, KS 67114",0,0,,0,,,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,0,May-18,Direct,United States,US
Oldham County Schools,tina.walsh@oldham.kyschools.us,1900 Button Lane,"La Grange, ",,,,KY,40031,US,,,,,,,,,INV-1117,"QU-0522, PO 81100399-00",5/22/2018,6/21/2018,,442.19,0,442.19,0,PC0001,HUE HD Pro Camera (Blue),3,69.95,,209.85,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,153.580995,May-18,Direct,United States,US
Oldham County Schools,tina.walsh@oldham.kyschools.us,1900 Button Lane,"La Grange, ",,,,KY,40031,US,,,,,,,,,INV-1117,"QU-0522, PO 81100399-00",5/22/2018,6/21/2018,,442.19,0,442.19,0,PC0003,HUE HD Pro Camera (Green),3,69.95,,209.85,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,153.580995,May-18,Direct,United States,US
Oldham County Schools,tina.walsh@oldham.kyschools.us,1900 Button Lane,"La Grange, ",,,,KY,40031,US,,,,,,,,,INV-1117,"QU-0522, PO 81100399-00",5/22/2018,6/21/2018,,442.19,0,442.19,0,Delivery,Shipping,1,22.49,,22.49,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,16.45955005,May-18,Direct,United States,US
Oldham County Schools,tina.walsh@oldham.kyschools.us,1900 Button Lane,"La Grange, ",,,,KY,40031,US,,,,,,,,,INV-1117,"QU-0522, PO 81100399-00",5/22/2018,6/21/2018,,442.19,0,442.19,0,,"SHIP TO: HARMONY ELEMENTARY 1901 SOUTH HWY 1793 GOSHEN, KY 40026",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,May-18,Direct,United States,US
Follett School Solutions,purchaseorders@follett.com,Follett School Solutions,1340 Ridgeview Drive,"McHenry, ",,,IL ,60050,US,,,,,,,,,INV-1116,PO 1448224,5/21/2018,6/20/2018,,1164.19,0,1108.23,0,AS0001,HUE Animation Studio (Blue),20,69.95,20,1119.2,4118,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,819.0986402,May-18,Direct,United States,US
Follett School Solutions,purchaseorders@follett.com,Follett School Solutions,1340 Ridgeview Drive,"McHenry, ",,,IL ,60050,US,,,,,,,,,INV-1116,PO 1448224,5/21/2018,6/20/2018,,1164.19,0,1108.23,0,Delivery,Shipping,1,44.99,,44.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,32.92641871,May-18,Direct,United States,US
Education 2000,dpennekamp@earthlink.net,5419 Saxon Drive,,,,Houston,TX,77092,US,,,,,,,,,INV-1115,PO 3701,5/21/2018,6/20/2018,,447.68,0,447.68,0,PC0002,HUE HD Pro Camera (Red),8,69.95,20,447.68,4305,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,327.6394561,May-18,Direct,United States,US
Education 2000,dpennekamp@earthlink.net,5419 Saxon Drive,,,,Houston,TX,77092,US,,,,,,,,,INV-1115,PO 3701,5/21/2018,6/20/2018,,447.68,0,447.68,0,Delivery,Shipping,1,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,May-18,Direct,United States,US
PCS Edventures!,diane@edventures.com,PCS Edventures!,11915 W. Executive Dr. Ste 101,,,Boise,ID,83713,US,,,,,,,,,INV-1114,PO 10511,5/18/2018,6/17/2018,,1164.19,0,1164.19,0,AS0003,HUE Animation Studio (Green),20,69.95,20,1119.2,4118,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,819.0986402,May-18,Direct,United States,US
PCS Edventures!,diane@edventures.com,PCS Edventures!,11915 W. Executive Dr. Ste 101,,,Boise,ID,83713,US,,,,,,,,,INV-1114,PO 10511,5/18/2018,6/17/2018,,1164.19,0,1164.19,0,Delivery,Shipping,1,44.99,,44.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,32.92641871,May-18,Direct,United States,US
PCS Edventures!,diane@edventures.com,PCS Edventures!,11915 W. Executive Dr. Ste 101,,,Boise,ID,83713,US,,,,,,,,,INV-1113,PO 10503,5/17/2018,6/16/2018,,884.39,0,884.39,0,AS0003,HUE Animation Studio (Green),15,69.95,20,839.4,4118,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,614.3239802,May-18,Direct,United States,US
PCS Edventures!,diane@edventures.com,PCS Edventures!,11915 W. Executive Dr. Ste 101,,,Boise,ID,83713,US,,,,,,,,,INV-1113,PO 10503,5/17/2018,6/16/2018,,884.39,0,884.39,0,Delivery,Shipping,1,44.99,,44.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,32.92641871,May-18,Direct,United States,US
Tuscaloosa City Board of Education,,PO BOX 038991,"Tuscaloosa, ",,,,AL,35403,US,,,,,,,,,INV-1112,PO GF 181411,5/16/2018,6/15/2018,,162.39,0,162.39,0,AS0003,HUE Animation Studio (Green),1,69.95,,69.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,51.19366501,May-18,Direct,United States,US
Tuscaloosa City Board of Education,,PO BOX 038991,"Tuscaloosa, ",,,,AL,35403,US,,,,,,,,,INV-1112,PO GF 181411,5/16/2018,6/15/2018,,162.39,0,162.39,0,PC0001,HUE HD Pro Camera (Blue),1,69.95,,69.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,51.19366501,May-18,Direct,United States,US
Tuscaloosa City Board of Education,,PO BOX 038991,"Tuscaloosa, ",,,,AL,35403,US,,,,,,,,,INV-1112,PO GF 181411,5/16/2018,6/15/2018,,162.39,0,162.39,0,Delivery,Shipping,1,22.49,,22.49,4700,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,16.45955005,May-18,Direct,United States,US
Tuscaloosa City Board of Education,,PO BOX 038991,"Tuscaloosa, ",,,,AL,35403,US,,,,,,,,,INV-1112,PO GF 181411,5/16/2018,6/15/2018,,162.39,0,162.39,0,,"SHIP TO: Northridge High School 2901 Northridge Rd Tuscaloosa, AL 35406 ATTN: R. Nowell ",0,0,,0,,,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,0,May-18,Direct,United States,US
PCS Edventures!,diane@edventures.com,PCS Edventures!,11915 W. Executive Dr. Ste 101,,,Boise,ID,83713,US,,,,,,,,,INV-1111,PO 10488,5/15/2018,6/14/2018,,597.09,0,597.09,0,AS0003,HUE Animation Studio (Green),10,69.95,20,559.6,4118,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,409.5493201,May-18,Direct,United States,US
PCS Edventures!,diane@edventures.com,PCS Edventures!,11915 W. Executive Dr. Ste 101,,,Boise,ID,83713,US,,,,,,,,,INV-1111,PO 10488,5/15/2018,6/14/2018,,597.09,0,597.09,0,Delivery,Shipping,1,37.49,,37.49,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,27.43746249,May-18,Direct,United States,US
Thinkery Austin,blopez@thinkeryaustin.org,1830 Simond Avenue,,,,Austin,TX,78723,US,1830 Simond Avenue,,,Thinkery Austin,Austin,TX,78723,US,INV-1110,QU-0524,5/15/2018,6/14/2018,,250,0,250,0,HD0002,HUE HD Camera (Red),5,49.95,,249.75,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,182.7822421,May-18,Direct,United States,US
Thinkery Austin,blopez@thinkeryaustin.org,1830 Simond Avenue,,,,Austin,TX,78723,US,1830 Simond Avenue,,,Thinkery Austin,Austin,TX,78723,US,INV-1110,QU-0524,5/15/2018,6/14/2018,,250,0,250,0,UL0005,HUE Animation five user license,1,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,May-18,Direct,United States,US
Thinkery Austin,blopez@thinkeryaustin.org,1830 Simond Avenue,,,,Austin,TX,78723,US,1830 Simond Avenue,,,Thinkery Austin,Austin,TX,78723,US,INV-1110,QU-0524,5/15/2018,6/14/2018,,250,0,250,0,Delivery,Shipping,1,0.25,,0.25,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0.1829652073,May-18,Direct,United States,US
Thinkery Austin,blopez@thinkeryaustin.org,1830 Simond Avenue,,,,Austin,TX,78723,US,1830 Simond Avenue,,,Thinkery Austin,Austin,TX,78723,US,INV-1110,QU-0524,5/15/2018,6/14/2018,,250,0,250,0,,"SHIP TO: Danny RamosPadron Elementary2011 W Rundberg LnAustin, TX 78758",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,May-18,Direct,United States,US
Thinkery Austin,blopez@thinkeryaustin.org,1830 Simond Avenue,,,,Austin,TX,78723,US,1830 Simond Avenue,,,Thinkery Austin,Austin,TX,78723,US,INV-1109,QU-0525,5/15/2018,6/14/2018,,250,0,250,0,HD0002,HUE HD Camera (Red),5,49.95,,249.75,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,182.7822421,May-18,Direct,United States,US
Thinkery Austin,blopez@thinkeryaustin.org,1830 Simond Avenue,,,,Austin,TX,78723,US,1830 Simond Avenue,,,Thinkery Austin,Austin,TX,78723,US,INV-1109,QU-0525,5/15/2018,6/14/2018,,250,0,250,0,UL0005,HUE Animation five user license,1,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,May-18,Direct,United States,US
Thinkery Austin,blopez@thinkeryaustin.org,1830 Simond Avenue,,,,Austin,TX,78723,US,1830 Simond Avenue,,,Thinkery Austin,Austin,TX,78723,US,INV-1109,QU-0525,5/15/2018,6/14/2018,,250,0,250,0,Delivery,Shipping,1,0.25,,0.25,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0.1829652073,May-18,Direct,United States,US
